Assign 4 -> Machine 6
Assign 7 -> Machine 1
Assign 1 -> Machine 2
Assign 0 -> Machine 0
Assign 2 -> Machine 5
Assign 3 -> Machine 3
Assign 6 -> Machine 3
Assign 5 -> Machine 4
